CMST_CASE_JUVENILE_REF,maincrime,crime,age,result,assist,Risk,Need,reci
523334,0,88,14,30,1,0.35,0.32,0
523335,7,166,17,27,1,0.34,0.32,0
523337,0,83,15,4,1,0.32,0.31,0
523343,11,145,14,33,2,0.29,0.26,1
523348,11,146,17,5,2,0.48,0.5,0
523355,21,89,17,36,1,0.3,0.31,1
523381,11,146,17,5,2,0.45,0.46,0
523382,11,146,17,5,2,0.45,0.46,0
523388,11,146,17,5,2,0.45,0.46,0
523389,11,146,17,5,2,0.45,0.46,0
523395,7,119,14,31,2,0.26,0.24,1
523396,7,119,13,31,2,0.19,0.17,1
523399,7,119,14,31,0,0.37,0.38,1
523409,0,69,17,29,1,0.25,0.23,0
523417,7,119,17,31,2,0.25,0.23,0
523418,7,119,17,31,2,0.28,0.26,0
523420,0,88,17,30,2,0.37,0.36,1
523422,0,88,17,30,2,0.3,0.29,1
523423,0,88,17,30,2,0.37,0.38,0
523424,0,74,17,11,0,0.25,0.23,1
523425,0,88,17,30,2,0.42,0.38,0
523426,0,88,16,30,2,0.21,0.2,1
523427,7,119,17,31,1,0.39,0.38,1
523428,0,88,13,30,2,0.17,0.14,1
523429,0,88,16,30,0,0.3,0.3,1
523431,0,88,17,30,1,0.3,0.29,0
523432,7,119,17,31,0,0.32,0.33,1
523433,0,77,15,29,1,0.31,0.32,1
523451,10,16,15,33,2,0.26,0.23,1
523453,10,48,17,31,2,0.32,0.32,1
523454,7,119,17,31,1,0.19,0.17,1
523455,10,48,15,31,2,0.3,0.3,1
523457,14,23,14,17,2,0.38,0.38,1
523460,0,77,17,29,0,0.36,0.36,1
523469,7,166,17,27,0,0.31,0.31,0
523472,2,64,13,35,0,0.33,0.32,0
523474,11,146,13,5,0,0.32,0.31,0
523476,7,166,16,27,2,0.35,0.34,0
523477,7,119,16,31,1,0.12,0.11,1
523479,0,88,17,30,0,0.32,0.32,1
523488,7,119,15,31,1,0.22,0.23,1
523489,0,88,16,30,1,0.32,0.32,1
523517,0,69,17,29,2,0.31,0.29,0
523518,0,88,17,30,0,0.31,0.3,1
523529,0,88,17,30,0,0.42,0.4,1
523540,0,88,17,30,1,0.33,0.32,1
523542,34,117,17,2,0,0.35,0.33,0
523545,0,88,16,30,1,0.42,0.42,1
523552,0,88,15,30,1,0.29,0.27,1
523554,7,166,17,27,1,0.27,0.27,0
523555,0,88,16,30,1,0.45,0.42,1
523557,11,145,17,33,0,0.34,0.34,1
523558,7,166,16,27,1,0.29,0.27,0
523560,7,166,17,27,1,0.3,0.27,0
523562,14,13,15,17,2,0.45,0.43,1
523567,0,88,16,30,1,0.26,0.25,1
523568,8,176,17,48,2,0.37,0.34,1
523585,0,88,17,30,2,0.23,0.22,1
523595,7,119,15,31,1,0.29,0.29,1
523599,21,89,16,36,2,0.32,0.32,1
523602,7,119,16,31,1,0.36,0.4,1
523607,0,88,15,30,0,0.26,0.26,1
523608,0,88,16,30,1,0.19,0.18,1
523620,0,88,17,30,1,0.34,0.32,1
523622,14,13,16,17,2,0.25,0.26,1
523626,0,88,17,30,2,0.21,0.21,1
523632,0,88,17,30,2,0.26,0.24,1
523634,10,159,17,27,2,0.37,0.33,0
523635,11,146,16,5,2,0.33,0.32,1
523637,11,146,16,5,2,0.32,0.32,1
523641,35,141,17,31,2,0.23,0.23,1
523648,0,88,17,30,0,0.39,0.38,1
523649,7,119,16,31,0,0.31,0.29,1
523651,34,103,16,29,0,0.3,0.28,1
523664,7,119,17,31,2,0.38,0.39,1
523692,0,88,17,30,1,0.33,0.34,0
523693,0,88,17,30,0,0.23,0.21,0
523739,7,119,17,31,1,0.27,0.28,1
523741,34,103,17,29,1,0.21,0.19,0
523751,7,119,16,31,2,0.36,0.39,1
523752,0,88,16,30,0,0.22,0.22,1
523758,7,166,16,27,1,0.27,0.27,0
523770,0,81,17,35,2,0.33,0.34,1
523781,7,119,17,31,0,0.36,0.36,0
523783,7,119,17,31,2,0.19,0.15,1
523787,0,88,14,30,2,0.25,0.23,1
523789,7,119,15,31,0,0.27,0.26,1
523792,11,146,17,5,2,0.32,0.31,1
523793,7,166,16,27,2,0.34,0.33,1
523796,11,146,13,5,2,0.43,0.41,1
523813,19,44,17,35,2,0.26,0.27,1
523818,10,104,15,32,0,0.44,0.42,0
523826,0,88,16,30,1,0.23,0.21,1
523834,0,88,17,30,0,0.34,0.3,0
523836,0,88,17,30,1,0.3,0.29,1
523853,34,103,14,29,2,0.33,0.31,1
523862,11,145,16,33,2,0.25,0.23,0
523864,0,80,17,4,0,0.36,0.37,1
523865,14,112,16,37,0,0.28,0.29,1
523869,10,48,17,31,2,0.29,0.25,1
523878,2,64,16,35,2,0.31,0.26,1
523884,34,117,15,2,1,0.29,0.27,1
523889,34,117,16,2,2,0.25,0.23,1
523894,0,88,17,30,0,0.32,0.32,0
523901,7,119,17,31,1,0.2,0.22,1
523906,34,117,16,2,2,0.43,0.43,1
523910,34,117,16,2,2,0.12,0.11,1
523912,14,13,17,17,2,0.36,0.37,1
523913,0,88,17,30,2,0.46,0.48,1
523914,2,64,15,35,1,0.29,0.27,1
523918,0,88,17,30,1,0.19,0.17,1
523927,0,77,16,29,1,0.31,0.32,1
523928,7,119,17,31,1,0.29,0.29,1
523939,0,88,15,30,2,0.38,0.38,0
523946,7,119,17,31,1,0.31,0.32,0
523949,7,119,18,31,1,0.33,0.34,0
523959,0,11,17,4,2,0.1,0.11,1
523961,18,2,17,33,1,0.31,0.31,1
523975,0,88,17,30,1,0.44,0.41,0
523980,7,119,17,31,2,0.3,0.32,0
523985,11,146,17,5,1,0.27,0.26,1
523991,7,119,17,31,2,0.22,0.2,0
523993,0,71,17,11,1,0.48,0.48,1
523994,11,58,17,33,2,0.34,0.35,1
523997,0,69,16,29,1,0.22,0.21,1
523998,0,88,14,30,1,0.39,0.38,1
524006,0,88,14,30,1,0.36,0.35,1
524007,0,88,16,30,1,0.18,0.16,1
524013,0,88,15,30,0,0.29,0.26,1
524015,11,146,15,5,1,0.38,0.36,1
524023,18,2,17,33,1,0.21,0.21,1
524029,0,88,14,30,1,0.32,0.3,1
524036,0,88,15,30,1,0.44,0.44,1
524040,7,119,16,31,1,0.17,0.16,0
524042,10,104,16,32,2,0.27,0.23,1
524051,0,88,15,30,2,0.31,0.3,1
524057,11,31,17,35,2,0.26,0.26,0
524058,7,119,17,31,1,0.17,0.16,1
524070,10,15,15,29,1,0.19,0.19,1
524075,18,2,16,33,2,0.24,0.23,0
524080,18,2,17,33,2,0.23,0.23,1
524083,7,119,17,31,2,0.23,0.23,0
524084,0,72,17,11,1,0.35,0.34,1
524087,7,119,17,31,0,0.14,0.14,1
524091,11,146,17,5,2,0.35,0.33,0
524092,11,146,17,5,2,0.37,0.34,0
524093,18,2,17,33,1,0.47,0.49,1
524106,0,71,17,11,1,0.31,0.29,1
524131,0,88,15,30,2,0.31,0.32,1
524133,21,1,16,27,2,0.24,0.23,1
524136,7,119,17,31,1,0.24,0.22,1
524139,21,1,17,27,2,0.19,0.18,1
524141,7,119,16,31,1,0.26,0.24,1
524142,10,29,17,40,2,0.19,0.16,1
524147,7,119,17,31,1,0.25,0.24,0
524148,7,166,15,27,2,0.17,0.17,1
524149,0,72,16,11,1,0.36,0.33,1
524152,21,1,16,27,0,0.31,0.3,1
524155,18,2,16,33,2,0.27,0.26,0
524157,7,166,17,27,1,0.35,0.34,1
524158,7,166,15,27,2,0.32,0.33,1
524159,0,88,14,30,1,0.38,0.37,1
524177,7,119,17,31,1,0.18,0.17,0
524178,0,88,17,30,0,0.46,0.47,1
524179,0,88,17,30,0,0.31,0.31,1
524180,0,88,17,30,1,0.21,0.21,1
524181,21,1,17,27,2,0.19,0.19,1
524183,7,119,16,31,2,0.21,0.21,1
524187,7,119,16,31,2,0.25,0.26,1
524189,21,1,17,27,2,0.16,0.16,1
524192,18,2,16,33,2,0.31,0.31,1
524194,7,119,14,31,2,0.07,0.05,1
524198,0,88,17,30,1,0.43,0.41,1
524199,7,119,14,31,0,0.3,0.31,1
524202,0,88,17,30,2,0.25,0.24,1
524203,0,88,17,30,0,0.37,0.37,0
524206,7,119,17,31,2,0.26,0.28,1
524208,7,166,17,27,2,0.13,0.11,1
524209,7,166,17,27,2,0.18,0.17,1
524210,0,88,17,30,1,0.26,0.24,1
524211,7,119,17,31,2,0.11,0.09,1
524212,21,1,17,27,2,0.24,0.26,1
524217,0,72,16,11,1,0.21,0.19,1
524218,0,88,17,30,2,0.29,0.27,1
524219,0,88,17,30,2,0.27,0.26,1
524221,7,119,17,31,1,0.3,0.28,1
524226,14,54,15,30,1,0.47,0.46,1
524228,21,1,17,27,2,0.36,0.37,0
524231,7,119,16,31,1,0.29,0.29,1
524236,0,88,17,30,1,0.25,0.24,1
524238,0,88,17,30,1,0.1,0.07,1
524241,7,166,14,27,2,0.3,0.29,0
524242,7,166,17,27,2,0.24,0.22,1
524243,0,88,17,30,1,0.22,0.21,1
524244,21,89,17,36,2,0.24,0.23,1
524245,21,1,16,27,2,0.17,0.17,1
524246,11,146,16,5,2,0.33,0.32,1
524247,0,88,17,30,1,0.35,0.33,1
524248,7,166,17,27,2,0.19,0.17,1
524249,7,166,17,27,2,0.24,0.22,0
524250,21,1,16,27,1,0.22,0.22,1
524254,7,166,17,27,2,0.21,0.2,1
524255,28,4,15,35,1,0.32,0.32,1
524258,7,166,17,27,2,0.19,0.17,0
524259,7,166,16,27,2,0.23,0.24,1
524263,34,103,16,29,2,0.23,0.22,1
524264,7,119,15,31,2,0.25,0.26,1
524265,0,88,15,30,2,0.29,0.28,1
524266,21,89,15,36,2,0.25,0.25,1
524272,0,88,16,30,2,0.25,0.25,1
524273,14,13,13,17,0,0.35,0.32,1
524274,7,119,14,31,2,0.33,0.33,1
524277,18,2,15,33,1,0.25,0.26,1
524278,21,1,14,27,2,0.19,0.17,1
524281,7,119,16,31,2,0.17,0.18,1
524287,7,119,17,31,1,0.24,0.23,1
524289,7,119,14,31,2,0.36,0.35,1
524290,7,166,16,27,1,0.22,0.21,1
524295,14,13,16,17,2,0.36,0.35,1
524297,21,1,17,27,2,0.14,0.14,1
524300,34,103,14,29,2,0.37,0.35,1
524302,34,103,17,29,2,0.28,0.28,1
524303,14,12,17,26,2,0.25,0.25,1
524304,7,119,17,31,2,0.34,0.35,1
524307,0,88,16,30,1,0.27,0.26,1
524308,11,146,16,5,2,0.36,0.35,1
524312,34,117,16,2,2,0.19,0.17,1
524313,7,119,15,31,0,0.25,0.23,1
524314,0,77,16,29,2,0.32,0.3,1
524315,21,89,15,36,1,0.06,0.04,1
524316,7,119,17,31,2,0.27,0.27,1
524317,18,2,17,33,2,0.18,0.18,1
524318,18,2,17,33,2,0.3,0.3,1
524320,18,2,16,33,0,0.38,0.39,0
524321,7,166,16,27,2,0.31,0.29,1
524322,7,166,17,27,2,0.24,0.21,1
524323,21,1,16,27,2,0.25,0.26,1
524331,10,104,17,32,2,0.23,0.19,1
524337,10,50,15,23,1,0.28,0.23,0
524341,0,88,15,30,1,0.08,0.07,1
524342,7,166,16,27,2,0.46,0.45,1
524343,21,1,17,27,2,0.22,0.22,1
524346,21,89,16,36,1,0.21,0.21,1
524356,0,88,17,30,1,0.25,0.24,1
524358,14,13,18,17,2,0.21,0.19,1
524359,10,50,15,23,2,0.33,0.31,1
524362,7,166,17,27,2,0.36,0.33,1
524364,11,146,16,5,0,0.4,0.39,0
524365,0,88,16,30,0,0.45,0.45,1
524368,0,88,17,30,1,0.34,0.32,0
524373,21,89,16,36,0,0.08,0.07,1
524374,0,88,15,30,0,0.37,0.36,1
524377,10,104,16,32,2,0.19,0.15,1
524384,11,146,16,5,2,0.36,0.35,0
524386,34,117,17,2,1,0.36,0.35,1
524387,14,13,16,17,1,0.36,0.35,1
524390,7,119,17,31,2,0.39,0.4,0
524393,21,1,16,27,2,0.12,0.11,1
524396,0,88,17,30,0,0.41,0.4,1
524398,0,88,17,30,1,0.34,0.32,1
524399,7,166,17,27,1,0.31,0.32,1
524401,34,117,17,2,2,0.31,0.32,1
524402,11,146,17,5,2,0.23,0.23,1
524403,0,88,17,30,1,0.29,0.28,1
524404,0,88,17,30,1,0.27,0.26,1
524406,11,145,17,33,1,0.25,0.28,0
524407,0,81,16,35,2,0.12,0.1,1
524409,7,119,16,31,2,0.14,0.13,1
524410,7,166,17,27,2,0.23,0.23,1
524411,0,88,16,30,1,0.24,0.22,1
524412,0,88,16,30,1,0.36,0.35,1
524415,0,88,17,30,1,0.32,0.31,1
524419,7,119,16,31,1,0.28,0.29,1
524420,0,71,17,11,2,0.31,0.3,1
524421,11,146,17,5,2,0.26,0.24,1
524422,7,166,17,27,1,0.22,0.22,1
524424,7,166,16,27,2,0.07,0.05,1
524425,10,48,17,31,1,0.08,0.07,1
524428,0,11,15,4,2,0.31,0.31,1
524429,0,88,16,30,0,0.36,0.33,0
524430,7,119,16,31,0,0.37,0.39,1
524431,0,88,16,30,1,0.27,0.24,1
524443,21,0,15,34,2,0.19,0.19,1
524447,7,119,17,31,2,0.31,0.35,0
524448,7,119,16,31,2,0.13,0.11,1
524451,0,88,17,30,2,0.37,0.38,0
524452,0,88,17,30,1,0.22,0.23,1
524453,28,60,17,29,2,0.33,0.32,1
524456,0,88,17,30,2,0.17,0.14,0
524457,7,119,17,31,2,0.28,0.28,1
524459,0,88,17,30,2,0.29,0.26,0
524463,0,88,17,30,2,0.31,0.3,1
524464,0,69,16,29,1,0.3,0.28,1
524466,3,107,17,37,1,0.13,0.1,1
524467,11,146,17,5,0,0.4,0.4,0
524468,0,78,15,4,0,0.23,0.21,1
524469,7,119,17,31,0,0.38,0.4,0
524471,34,117,17,2,1,0.25,0.23,1
524472,14,56,17,29,2,0.27,0.23,1
524473,0,88,14,30,1,0.33,0.31,1
524476,0,9,16,4,1,0.27,0.26,1
524480,0,11,16,4,2,0.42,0.41,1
524481,0,88,16,30,0,0.3,0.3,0
524482,7,166,17,27,2,0.27,0.28,1
524483,7,119,17,31,1,0.25,0.24,1
524484,7,119,17,31,2,0.19,0.18,1
524485,11,145,15,33,1,0.32,0.32,1
524489,0,88,17,30,0,0.35,0.33,1
524490,11,147,17,3,2,0.22,0.21,1
524492,18,2,16,33,2,0.28,0.3,1
524493,0,88,16,30,1,0.4,0.4,0
524494,0,88,15,30,1,0.27,0.26,0
524496,7,119,15,31,1,0.32,0.32,1
524497,11,146,14,5,2,0.29,0.26,1
524499,11,146,15,5,1,0.25,0.23,1
524500,11,146,13,5,1,0.36,0.35,1
524501,11,146,16,5,2,0.35,0.34,1
524503,0,88,12,30,1,0.45,0.42,0
524504,0,77,16,29,1,0.29,0.3,1
524506,11,146,17,5,1,0.34,0.32,1
524507,34,103,16,29,1,0.24,0.23,1
524508,7,119,16,31,1,0.39,0.4,1
524509,10,50,17,23,2,0.26,0.24,1
524510,7,166,16,27,1,0.32,0.33,1
524511,10,50,16,23,2,0.27,0.26,1
524512,3,107,16,37,2,0.32,0.29,1
524513,7,166,17,27,1,0.36,0.36,1
524517,11,146,16,5,1,0.28,0.26,1
524520,7,166,16,27,1,0.26,0.27,0
524522,11,146,16,5,1,0.26,0.26,0
524525,0,88,17,30,2,0.24,0.23,1
524526,7,119,16,31,1,0.27,0.27,1
524527,0,88,15,30,1,0.31,0.3,1
524528,2,160,16,27,2,0.24,0.23,1
524529,2,160,15,27,2,0.19,0.18,1
524532,2,64,16,35,2,0.3,0.31,1
524535,11,146,14,5,2,0.41,0.41,1
524536,3,65,17,15,2,0.21,0.2,1
524538,7,119,16,31,2,0.25,0.25,1
524539,0,88,15,30,2,0.43,0.43,0
524541,0,88,17,30,1,0.29,0.28,1
524542,0,88,16,30,1,0.35,0.33,1
524543,11,146,14,5,2,0.32,0.32,0
524546,0,88,17,30,1,0.5,0.5,1
524547,11,146,17,5,0,0.31,0.32,1
524549,7,119,17,31,1,0.31,0.31,1
524550,11,146,17,5,2,0.28,0.26,0
524551,7,166,17,27,1,0.27,0.27,0
524552,14,57,16,21,0,0.31,0.3,1
524553,0,88,15,30,2,0.24,0.25,1
524559,0,88,17,30,2,0.36,0.35,1
524561,0,88,12,30,1,0.3,0.29,1
524562,10,50,14,23,2,0.35,0.3,1
524563,0,176,15,48,1,0.31,0.31,1
524565,10,50,14,23,2,0.36,0.32,0
524566,0,88,15,30,0,0.38,0.39,1
524567,0,88,17,30,0,0.33,0.32,1
524568,0,88,15,30,2,0.23,0.22,1
524571,34,117,15,2,2,0.31,0.29,0
524573,11,146,17,5,2,0.31,0.3,1
524574,34,103,16,29,2,0.31,0.29,1
524576,11,146,16,5,1,0.29,0.28,1
524577,7,166,14,27,2,0.09,0.07,1
524579,7,119,17,31,1,0.25,0.25,1
524581,7,119,15,31,1,0.17,0.16,1
524583,0,88,16,30,1,0.33,0.31,0
524584,0,78,17,4,0,0.27,0.27,1
524585,10,48,15,31,1,0.22,0.2,1
524586,7,119,17,31,1,0.25,0.24,1
524590,11,146,17,5,1,0.47,0.46,0
524593,0,81,17,35,2,0.23,0.23,1
524595,7,166,15,27,2,0.18,0.15,1
524596,7,119,15,31,1,0.28,0.28,0
524597,7,119,17,31,2,0.26,0.23,0
524598,7,166,14,27,2,0.23,0.2,0
524601,0,82,15,4,1,0.22,0.22,1
524603,36,92,17,45,2,0.24,0.23,0
524604,36,93,16,44,2,0.25,0.24,0
524605,36,92,17,45,2,0.19,0.18,1
524606,36,92,15,45,1,0.26,0.26,1
524608,0,88,16,30,1,0.41,0.41,0
524610,0,78,16,4,0,0.31,0.3,1
524613,0,88,16,30,2,0.27,0.26,1
524614,0,88,17,30,1,0.17,0.14,1
524615,0,88,17,30,1,0.32,0.32,1
524620,10,16,17,33,2,0.44,0.45,1
524622,7,119,15,31,1,0.31,0.29,1
524623,11,146,15,5,2,0.25,0.25,1
524624,7,119,17,31,0,0.31,0.32,0
524625,7,119,16,31,1,0.25,0.24,1
524626,7,166,16,27,2,0.21,0.22,1
524627,0,88,17,30,1,0.26,0.24,0
524628,4,21,16,37,1,0.37,0.36,0
524630,0,88,17,30,0,0.4,0.39,1
524635,11,146,10,5,2,0.25,0.22,1
524637,0,88,16,30,2,0.25,0.23,1
524640,0,88,17,30,1,0.19,0.17,1
524641,10,48,16,31,2,0.25,0.23,1
524644,10,48,16,31,1,0.24,0.22,1
524645,10,48,16,31,1,0.19,0.16,1
524646,11,146,13,5,1,0.45,0.42,1
524648,10,48,16,31,2,0.25,0.24,1
524650,0,7,16,22,0,0.22,0.2,1
524651,11,146,12,5,2,0.38,0.35,1
524652,11,145,17,33,2,0.38,0.38,1
524653,11,145,15,33,2,0.42,0.41,0
524654,0,88,15,30,1,0.26,0.24,1
524656,7,119,17,31,1,0.23,0.23,1
524657,0,88,16,30,1,0.29,0.28,1
524658,7,166,17,27,1,0.14,0.14,1
524660,0,88,14,30,0,0.35,0.33,1
524661,11,146,14,5,2,0.31,0.29,1
524662,36,92,16,45,2,0.31,0.32,0
524663,11,146,14,5,2,0.31,0.3,1
524664,36,92,15,45,2,0.24,0.24,0
524665,36,93,17,44,2,0.1,0.08,1
524666,36,92,16,45,2,0.35,0.33,0
524667,7,119,17,31,2,0.26,0.24,0
524668,7,119,17,31,1,0.2,0.2,0
524669,0,88,16,30,2,0.35,0.34,1
524670,11,146,16,5,2,0.3,0.28,1
524671,11,146,16,5,2,0.31,0.3,0
524672,11,146,16,5,2,0.34,0.33,0
524674,0,71,17,11,2,0.31,0.29,1
524675,11,145,15,33,2,0.58,0.56,0
524676,7,119,17,31,0,0.33,0.32,1
524677,0,88,14,30,1,0.34,0.32,1
524678,34,103,17,29,2,0.33,0.31,1
524679,11,145,15,33,2,0.56,0.53,0
524681,18,2,15,33,2,0.19,0.2,1
524682,0,10,15,4,1,0.31,0.3,0
524684,7,119,17,31,2,0.32,0.29,1
524685,0,88,17,30,2,0.17,0.15,1
524686,0,69,16,29,2,0.28,0.28,1
524687,34,103,17,29,1,0.13,0.1,1
524688,0,88,16,30,1,0.21,0.2,1
524689,10,176,15,48,2,0.24,0.2,1
524692,11,152,17,25,1,0.28,0.26,0
524693,10,104,15,32,2,0.32,0.3,0
524695,7,166,15,27,2,0.17,0.15,1
524696,7,119,16,31,1,0.31,0.29,1
524697,14,111,16,35,0,0.3,0.29,0
524703,7,119,15,31,0,0.41,0.4,1
524704,18,2,17,33,1,0.17,0.16,1
524705,7,119,17,31,0,0.29,0.29,1
524707,0,88,17,30,1,0.31,0.3,1
524708,0,88,16,30,2,0.27,0.25,1
524709,7,119,16,31,2,0.31,0.32,1
524710,10,104,17,32,2,0.22,0.16,1
524711,10,104,17,32,2,0.37,0.3,1
524713,0,88,17,30,1,0.27,0.25,1
524714,0,88,16,30,2,0.31,0.29,1
524715,7,176,17,48,2,0.23,0.19,1
524716,0,88,17,30,2,0.25,0.23,1
524720,0,88,17,30,0,0.27,0.25,0
524723,34,103,16,29,2,0.32,0.32,0
524724,34,117,15,2,2,0.38,0.37,1
524725,0,88,17,30,2,0.31,0.32,1
524726,0,69,17,29,1,0.23,0.21,1
524727,7,119,17,31,2,0.26,0.28,1
524729,0,88,15,30,1,0.42,0.41,1
524730,7,119,17,31,1,0.3,0.28,1
524731,10,104,15,32,1,0.26,0.23,1
524732,34,103,16,29,2,0.21,0.19,1
524733,0,88,17,30,0,0.4,0.39,1
524734,18,2,16,33,1,0.31,0.3,0
524735,7,119,17,31,1,0.26,0.24,1
524736,18,2,16,33,2,0.28,0.29,1
524737,18,2,17,33,2,0.24,0.24,1
524739,7,119,14,31,1,0.22,0.19,1
524740,10,104,16,32,1,0.28,0.24,1
524749,0,88,17,30,1,0.3,0.28,0
524752,0,88,17,30,2,0.4,0.38,0
524753,7,119,17,31,0,0.29,0.3,0
524754,7,166,17,27,1,0.26,0.27,0
524756,0,88,17,30,0,0.31,0.31,1
524758,0,88,17,30,1,0.36,0.34,1
524760,0,88,17,30,0,0.37,0.37,0
524761,7,166,17,27,1,0.42,0.43,1
524762,0,88,17,30,1,0.35,0.34,0
524763,0,81,14,35,2,0.19,0.17,1
524764,11,146,17,5,2,0.38,0.36,1
524775,10,104,17,32,2,0.28,0.26,0
524776,10,50,15,23,2,0.33,0.26,1
524777,10,50,16,23,2,0.31,0.25,1
524779,0,88,16,30,1,0.3,0.28,1
524780,0,77,16,29,0,0.36,0.36,1
524781,0,88,17,30,1,0.41,0.41,1
524783,10,48,15,31,1,0.37,0.35,1
524784,21,89,16,36,1,0.09,0.07,1
524785,10,48,17,31,2,0.39,0.41,1
524789,7,119,15,31,2,0.14,0.14,1
524791,7,119,15,31,2,0.08,0.07,1
524792,7,119,17,31,1,0.12,0.13,1
524793,7,119,15,31,2,0.31,0.29,1
524794,21,1,17,27,2,0.25,0.24,1
524795,11,40,17,6,1,0.31,0.28,0
524796,11,146,17,5,0,0.31,0.3,0
524798,10,48,16,31,1,0.28,0.26,1
524800,10,48,16,31,2,0.31,0.32,1
524805,7,119,16,31,0,0.44,0.44,0
524812,34,117,17,2,2,0.4,0.36,0
524813,34,103,15,29,2,0.31,0.29,1
524814,34,103,15,29,2,0.31,0.31,1
524815,0,88,17,30,2,0.38,0.38,1
524816,0,78,17,4,2,0.27,0.26,1
524817,7,119,16,31,1,0.31,0.32,1
524818,7,119,17,31,1,0.24,0.22,0
524820,2,64,13,35,2,0.18,0.16,1
524822,7,119,17,31,1,0.26,0.26,1
524826,0,82,14,4,2,0.32,0.31,1
524829,0,88,14,30,1,0.44,0.42,1
524830,34,117,16,2,1,0.42,0.41,1
524834,10,15,16,29,1,0.29,0.26,1
524835,0,88,16,30,2,0.38,0.38,1
524837,0,88,17,30,2,0.25,0.24,1
524844,0,88,14,30,2,0.25,0.22,1
524846,7,166,17,27,2,0.18,0.17,1
524847,7,166,15,27,2,0.29,0.29,1
524848,7,166,15,27,0,0.26,0.26,1
524849,11,146,16,5,2,0.31,0.25,0
524850,11,146,15,5,2,0.28,0.24,0
524851,10,29,15,40,0,0.45,0.44,0
524855,21,22,17,43,2,0.24,0.23,1
524857,7,119,17,31,2,0.27,0.3,1
524858,0,82,17,4,2,0.32,0.32,1
524859,14,13,14,17,1,0.22,0.19,1
524861,14,13,16,17,1,0.26,0.24,1
524865,0,88,17,30,2,0.27,0.26,1
524866,0,11,17,4,2,0.28,0.28,0
524867,34,103,16,29,2,0.33,0.31,0
524870,0,82,16,4,2,0.14,0.12,0
524874,25,116,17,35,1,0.28,0.27,1
524876,0,88,17,30,2,0.22,0.18,0
524877,7,119,14,31,1,0.31,0.3,1
524878,10,16,17,33,2,0.07,0.05,1
524881,7,119,17,31,1,0.26,0.25,1
524882,7,119,17,31,1,0.28,0.29,1
524883,0,88,14,30,1,0.42,0.4,1
524884,10,104,15,32,2,0.24,0.21,1
524887,0,79,16,4,1,0.3,0.28,1
524888,10,104,15,32,2,0.23,0.23,1
524894,0,88,16,30,1,0.27,0.27,1
524895,10,15,16,29,2,0.23,0.2,1
524897,21,89,16,36,0,0.28,0.29,1
524898,0,88,14,30,2,0.38,0.38,0
524899,21,1,16,27,2,0.19,0.2,1
524900,11,145,16,33,1,0.43,0.45,0
524901,0,88,17,30,1,0.36,0.32,1
524902,10,48,17,31,2,0.32,0.29,1
524903,10,48,17,31,2,0.33,0.31,0
524904,0,88,16,30,1,0.37,0.36,0
524906,0,88,17,30,2,0.36,0.36,1
524907,10,48,13,31,1,0.3,0.28,1
524908,7,166,15,27,2,0.17,0.15,1
524910,7,88,16,30,2,0.28,0.26,1
524911,33,62,17,33,2,0.21,0.22,0
524912,7,166,17,27,2,0.29,0.28,0
524914,37,174,15,27,2,0.14,0.14,1
524916,34,117,17,2,0,0.33,0.32,1
524917,34,117,17,2,1,0.33,0.32,1
524918,0,88,15,30,1,0.32,0.31,1
524919,0,88,16,30,1,0.31,0.29,0
524920,0,88,17,30,1,0.21,0.18,0
524921,0,88,17,30,1,0.34,0.32,0
524922,14,13,15,17,2,0.19,0.16,0
524923,11,145,16,33,1,0.25,0.23,1
524924,10,15,15,29,2,0.32,0.32,1
524927,7,119,16,31,2,0.21,0.19,1
524928,7,166,17,27,2,0.15,0.14,0
524929,0,81,16,35,2,0.17,0.15,1
524930,10,104,17,32,2,0.31,0.28,1
524931,10,104,17,32,2,0.35,0.32,1
524932,7,119,17,31,2,0.25,0.25,1
524933,11,146,17,5,1,0.31,0.29,0
524934,11,146,14,5,1,0.39,0.37,1
524940,7,119,15,31,2,0.25,0.24,1
524941,7,119,17,31,1,0.27,0.25,1
524942,7,166,17,27,0,0.13,0.11,1
524943,0,87,15,4,1,0.31,0.3,1
524944,7,166,16,27,2,0.1,0.08,1
524948,0,88,17,30,2,0.28,0.25,0
524949,0,88,17,30,0,0.46,0.45,1
524951,7,119,17,31,2,0.26,0.23,0
524952,7,119,16,31,1,0.24,0.23,0
524953,7,166,16,27,1,0.19,0.19,1
524954,21,89,16,36,2,0.23,0.23,1
524956,7,119,16,31,1,0.29,0.27,1
524958,0,85,16,4,1,0.31,0.3,1
524959,7,119,15,31,1,0.31,0.29,1
524962,0,88,16,30,2,0.25,0.23,1
524963,7,119,17,31,1,0.2,0.2,0
524965,7,119,17,31,2,0.22,0.21,1
524966,18,2,17,33,2,0.23,0.23,1
524968,7,119,17,31,0,0.33,0.34,1
524970,7,166,15,27,2,0.25,0.25,1
524971,7,166,16,27,0,0.37,0.39,0
524972,0,88,14,30,2,0.25,0.22,1
524973,7,166,17,27,1,0.37,0.37,1
524974,10,48,17,31,2,0.44,0.41,1
524976,0,176,17,48,2,0.2,0.21,1
524977,7,166,16,27,1,0.19,0.19,1
524979,2,64,17,35,1,0.29,0.25,1
524980,30,102,16,31,2,0.33,0.33,0
524981,34,117,17,2,2,0.3,0.3,1
524983,7,166,17,27,1,0.36,0.35,1
